lat,long,subbasin
44.0152,-84.1228,10
44.0062,-84.1225,10
44.006,-84.135,10
43.9969,-84.1347,10
43.9967,-84.1472,10
43.9877,-84.1468,10
43.9874,-84.1594,10
43.9784,-84.159,10
43.9694,-84.1587,10
43.9603,-84.1583,10
43.9606,-84.1458,10
43.9516,-84.1454,10
43.9425,-84.1451,10
43.9335,-84.1447,10
43.9245,-84.1443,10
43.9243,-84.1569,10
43.9152,-84.1565,10
43.915,-84.169,10
43.9059,-84.1687,10
43.8969,-84.1683,10
43.8967,-84.1808,10
43.8876,-84.1805,10
43.8874,-84.193,10
43.8784,-84.1926,10
43.8781,-84.2052,10
43.8691,-84.2048,10
43.8688,-84.2173,10
43.8598,-84.2169,10
43.8595,-84.2295,10
43.8505,-84.2291,10
43.8502,-84.2416,10
43.8412,-84.2412,10
43.8322,-84.2409,10
43.8319,-84.2534,10
43.8229,-84.253,10
43.8139,-84.2526,10
43.8049,-84.2523,10
43.7959,-84.2519,10
43.7868,-84.2515,10
43.7778,-84.2511,10
43.7781,-84.2386,10
43.7691,-84.2383,10
43.7693,-84.2258,10
43.7696,-84.2133,10
43.7606,-84.2129,10
43.7608,-84.2004,10
43.7518,-84.2001,10
43.7521,-84.1876,10
43.7431,-84.1872,10
43.734,-84.1868,10
43.725,-84.1865,10
43.716,-84.1861,10
43.7157,-84.1986,10
43.7067,-84.1982,10
43.6977,-84.1979,10
43.6887,-84.1975,10
43.6797,-84.1971,10
43.6799,-84.1847,10
43.6709,-84.1843,10
43.6619,-84.1839,10
43.6621,-84.1715,10
43.6531,-84.1711,10
43.6534,-84.1586,10
43.6444,-84.1583,10
43.6353,-84.1579,10
43.6263,-84.1576,10
43.6173,-84.1572,10
43.6175,-84.1448,10
43.6085,-84.1444,10
43.5995,-84.144,10
43.5905,-84.1437,10
43.5815,-84.1433,10
43.5817,-84.1309,10
43.5727,-84.1305,10
43.573,-84.1181,10
43.5639,-84.1177,10
43.5642,-84.1053,10
43.5552,-84.1049,10
43.5554,-84.0925,10
43.5464,-84.0921,10
43.5466,-84.0797,10
43.5469,-84.0672,10
43.5559,-84.0676,10
43.5562,-84.0551,10
43.5564,-84.0427,10
43.5654,-84.043,10
43.5657,-84.0305,10
43.5659,-84.0181,10
43.5661,-84.0056,10
43.5664,-83.9932,10
43.5754,-83.9935,10
43.5756,-83.981,10
43.5759,-83.9686,10
43.5761,-83.9561,10
43.5851,-83.9565,10
43.5854,-83.944,10
43.5856,-83.9315,10
43.5946,-83.9319,10
43.5949,-83.9194,10
43.5951,-83.9069,10
43.6041,-83.9073,10
43.6043,-83.8948,10
43.6134,-83.8951,10
43.6136,-83.8826,10
43.6138,-83.8702,10
43.6228,-83.8705,10
43.6231,-83.858,10
43.6233,-83.8455,10
43.6323,-83.8459,10
43.6325,-83.8334,10
43.6328,-83.8209,10
43.633,-83.8084,10
43.624,-83.8081,10
43.6149,-83.8078,10
43.6059,-83.8075,10
43.5969,-83.8072,10
43.5879,-83.8069,10
43.5876,-83.8194,10
43.5786,-83.8191,10
43.5696,-83.8188,10
43.5606,-83.8185,10
43.5608,-83.806,10
43.5518,-83.8057,10
43.5428,-83.8054,10
43.543,-83.793,10
43.534,-83.7927,10
43.5342,-83.7802,10
43.5251,-83.7799,10
43.5254,-83.7675,10
43.5163,-83.7672,10
43.5073,-83.7669,10
43.5075,-83.7544,10
43.4985,-83.7541,10
43.4895,-83.7538,10
43.4805,-83.7536,10
43.4807,-83.7411,10
43.4716,-83.7408,10
43.4626,-83.7405,10
43.4628,-83.7281,10
43.4538,-83.7278,10
43.4448,-83.7275,10
43.4358,-83.7272,10
43.436,-83.7148,10
43.427,-83.7145,10
43.4272,-83.7021,10
43.4274,-83.6897,10
43.4276,-83.6772,10
43.4185,-83.6769,10
43.4188,-83.6645,10
43.419,-83.6521,10
43.4192,-83.6397,10
43.4194,-83.6272,10
43.4196,-83.6148,10
43.4197,-83.6024,10
43.4199,-83.59,10
43.4201,-83.5775,10
43.4203,-83.5651,10
43.4205,-83.5527,10
43.4295,-83.5529,10
43.4297,-83.5405,10
43.4299,-83.5281,10
43.4301,-83.5157,10
43.4391,-83.5159,10
43.4393,-83.5035,10
43.4395,-83.491,10
43.4485,-83.4913,10
43.4487,-83.4789,10
43.4577,-83.4791,10
43.4579,-83.4667,10
43.4581,-83.4543,10
43.4671,-83.4545,10
43.4673,-83.4421,10
43.4675,-83.4296,10
43.4765,-83.4299,10
43.4767,-83.4174,10
43.4769,-83.405,10
43.4859,-83.4052,10
43.4861,-83.3928,10
43.4862,-83.3803,10
43.4953,-83.3806,10
43.4954,-83.3681,10
43.5045,-83.3684,10
43.5046,-83.3559,10
43.5137,-83.3562,10
43.5138,-83.3437,10
43.5228,-83.344,10
43.523,-83.3315,10
43.532,-83.3317,10
43.5322,-83.3193,10
43.5412,-83.3195,10
43.5414,-83.3071,10
43.5504,-83.3073,10
43.5594,-83.3075,10
43.5596,-83.2951,10
43.5598,-83.2826,10
43.5599,-83.2701,10
43.5601,-83.2577,10
43.5691,-83.2579,10
43.5693,-83.2454,10
43.5783,-83.2457,10
43.5785,-83.2332,10
43.5875,-83.2334,10
43.5965,-83.2336,10
43.5967,-83.2212,10
43.6057,-83.2214,10
43.6147,-83.2216,10
43.6237,-83.2218,10
43.6328,-83.222,10
43.6418,-83.2223,10
43.6508,-83.2225,10
43.651,-83.21,10
43.6511,-83.1975,10
43.6421,-83.1973,10
43.6423,-83.1848,10
43.6424,-83.1724,10
43.6426,-83.1599,10
43.6427,-83.1474,10
43.6429,-83.1349,10
43.643,-83.1225,10
43.6431,-83.11,10
43.6522,-83.1102,10
43.6523,-83.0977,10
43.6525,-83.0852,10
43.6526,-83.0728,10
43.6616,-83.0729,10
43.6618,-83.0605,10
43.6619,-83.048,10
43.662,-83.0355,10
43.6711,-83.0357,10
43.6712,-83.0232,10
43.6713,-83.0107,10
43.6715,-82.9983,10
43.6805,-82.9984,10
43.6806,-82.986,10
43.6807,-82.9735,10
43.6898,-82.9736,10
43.6899,-82.9612,10
43.6989,-82.9613,10
43.6991,-82.9489,10
43.7081,-82.949,10
43.7082,-82.9365,10
43.7083,-82.9241,10
43.7174,-82.9242,10
43.7264,-82.9244,10
43.7265,-82.9119,10
43.7355,-82.9121,10
43.7357,-82.8996,10
43.7447,-82.8997,10
43.7448,-82.8872,10
43.7449,-82.8748,10
43.745,-82.8623,10
43.7452,-82.8498,10
43.7361,-82.8496,10
43.7362,-82.8371,10
43.7272,-82.8369,10
43.7273,-82.8245,10
43.7183,-82.8243,10
43.7184,-82.8118,10
43.7094,-82.8117,10
43.7004,-82.8115,10
43.7005,-82.799,10
43.6914,-82.7989,10
43.6824,-82.7987,10
43.6734,-82.7986,10
43.6644,-82.7984,10
43.6643,-82.8109,10
43.6552,-82.8107,10
43.6462,-82.8106,10
43.6461,-82.8231,10
43.6371,-82.8229,10
43.628,-82.8227,10
43.619,-82.8226,10
43.6189,-82.8351,10
43.6099,-82.8349,10
43.6008,-82.8347,10
43.6007,-82.8472,10
43.5917,-82.8471,10
43.5827,-82.8469,10
43.5826,-82.8594,10
43.5735,-82.8592,10
43.5645,-82.859,10
43.5555,-82.8589,10
43.5554,-82.8713,10
43.5463,-82.8712,10
43.5373,-82.871,10
43.5374,-82.8586,10
43.5375,-82.8461,10
43.5377,-82.8336,10
43.5378,-82.8212,10
43.5287,-82.821,10
43.5197,-82.8209,10
43.5107,-82.8207,10
43.5017,-82.8206,10
43.4926,-82.8204,10
43.4836,-82.8203,10
43.4746,-82.8201,10
43.4655,-82.82,10
43.4565,-82.8198,10
43.4475,-82.8197,10
43.4385,-82.8195,10
43.4384,-82.8319,10
43.4382,-82.8444,10
43.4292,-82.8442,10
43.4291,-82.8566,10
43.4201,-82.8565,10
43.411,-82.8563,10
43.402,-82.8562,10
43.393,-82.856,10
43.384,-82.8558,10
43.3839,-82.8683,10
43.3748,-82.8681,10
43.3747,-82.8805,10
43.3657,-82.8804,10
43.3656,-82.8928,10
43.3654,-82.9052,10
43.3653,-82.9176,10
43.3652,-82.93,10
43.3562,-82.9299,10
43.3471,-82.9297,10
43.347,-82.9421,10
43.338,-82.9419,10
43.3381,-82.9295,10
43.3291,-82.9294,10
43.3292,-82.9169,10
43.3202,-82.9168,10
43.3112,-82.9166,10
43.311,-82.929,10
43.302,-82.9288,10
43.293,-82.9287,10
43.2929,-82.9411,10
43.2838,-82.9409,10
43.2837,-82.9533,10
43.2747,-82.9531,10
43.2746,-82.9655,10
43.2655,-82.9654,10
43.2654,-82.9778,10
43.2564,-82.9776,10
43.2562,-82.99,10
43.2472,-82.9898,10
43.2471,-83.0022,10
43.2381,-83.002,10
43.229,-83.0018,10
43.2292,-82.9894,10
43.2201,-82.9893,10
43.2111,-82.9891,10
43.2021,-82.9889,10
43.1931,-82.9887,10
43.184,-82.9886,10
43.1842,-82.9762,10
43.1751,-82.976,10
43.1661,-82.9758,10
43.166,-82.9882,10
43.157,-82.988,10
43.1568,-83.0004,10
43.1567,-83.0128,10
43.1657,-83.013,10
43.1747,-83.0131,10
43.1746,-83.0255,10
43.1836,-83.0257,10
43.1835,-83.0381,10
43.1745,-83.0379,10
43.1743,-83.0503,10
43.1653,-83.0501,10
43.1652,-83.0625,10
43.1562,-83.0623,10
43.156,-83.0747,10
43.1559,-83.087,10
43.1469,-83.0868,10
43.1467,-83.0992,10
43.1377,-83.099,10
43.1287,-83.0988,10
43.1285,-83.1112,10
43.1195,-83.111,10
43.1194,-83.1234,10
43.1284,-83.1236,10
43.1282,-83.1359,10
43.1281,-83.1483,10
43.1279,-83.1607,10
43.1278,-83.173,10
43.1188,-83.1728,10
43.1097,-83.1726,10
43.1007,-83.1724,10
43.0917,-83.1722,10
43.0827,-83.172,10
43.0736,-83.1718,10
43.0738,-83.1595,10
43.0648,-83.1593,10
43.0557,-83.1591,10
43.0559,-83.1467,10
43.0469,-83.1465,10
43.0378,-83.1463,10
43.0288,-83.1461,10
43.0198,-83.1459,10
43.0196,-83.1582,10
43.0195,-83.1706,10
43.0193,-83.1829,10
43.0103,-83.1827,10
43.0105,-83.1704,10
43.0014,-83.1702,10
42.9924,-83.17,10
42.9926,-83.1576,10
42.9835,-83.1574,10
42.9837,-83.1451,10
42.9747,-83.1449,10
42.9656,-83.1447,10
42.9658,-83.1324,10
42.9567,-83.1322,10
42.9477,-83.132,10
42.9387,-83.1318,10
42.9385,-83.1441,10
42.9295,-83.1439,10
42.9294,-83.1562,10
42.9203,-83.156,10
42.9113,-83.1558,10
42.9112,-83.1682,10
42.9022,-83.168,10
42.8931,-83.1678,10
42.8841,-83.1676,10
42.8751,-83.1674,10
42.866,-83.1672,10
42.8659,-83.1795,10
42.8657,-83.1918,10
42.8567,-83.1916,10
42.8566,-83.2039,10
42.8564,-83.2162,10
42.8474,-83.216,10
42.8472,-83.2283,10
42.8471,-83.2406,10
42.8469,-83.2529,10
42.8468,-83.2653,10
42.8558,-83.2655,10
42.8556,-83.2778,10
42.8647,-83.278,10
42.8645,-83.2903,10
42.8735,-83.2905,10
42.8826,-83.2908,10
42.8824,-83.3031,10
42.8914,-83.3033,10
42.8913,-83.3156,10
42.8911,-83.3279,10
42.8821,-83.3277,10
42.8819,-83.34,10
42.8729,-83.3398,10
42.8727,-83.3521,10
42.8637,-83.3519,10
42.8547,-83.3517,10
42.8456,-83.3514,10
42.8366,-83.3512,10
42.8276,-83.351,10
42.8274,-83.3633,10
42.8184,-83.3631,10
42.8182,-83.3754,10
42.8092,-83.3751,10
42.809,-83.3874,10
42.8089,-83.3997,10
42.7998,-83.3995,10
42.7997,-83.4118,10
42.7906,-83.4116,10
42.7905,-83.4239,10
42.7814,-83.4236,10
42.7813,-83.4359,10
42.7722,-83.4357,10
42.7721,-83.448,10
42.763,-83.4478,10
42.7629,-83.46,10
42.7627,-83.4723,10
42.7537,-83.4721,10
42.7535,-83.4844,10
42.7444,-83.4841,10
42.7443,-83.4964,10
42.7441,-83.5087,10
42.7351,-83.5085,10
42.7349,-83.5208,10
42.7258,-83.5205,10
42.7168,-83.5203,10
42.7166,-83.5325,10
42.7076,-83.5323,10
42.6986,-83.532,10
42.6984,-83.5443,10
42.6894,-83.5441,10
42.6892,-83.5563,10
42.689,-83.5686,10
42.68,-83.5684,10
42.6798,-83.5806,10
42.6708,-83.5804,10
42.6706,-83.5927,10
42.6615,-83.5924,10
42.6614,-83.6047,10
42.6523,-83.6044,10
42.6521,-83.6167,10
42.6431,-83.6164,10
42.6429,-83.6287,10
42.6339,-83.6284,10
42.6337,-83.6407,10
42.6335,-83.653,10
42.6333,-83.6652,10
42.6331,-83.6775,10
42.6329,-83.6898,10
42.6327,-83.702,10
42.6325,-83.7143,10
42.6323,-83.7266,10
42.6321,-83.7388,10
42.6319,-83.7511,10
42.6317,-83.7634,10
42.6226,-83.7631,10
42.6224,-83.7754,10
42.6134,-83.7751,10
42.6044,-83.7748,10
42.5954,-83.7745,10
42.5863,-83.7742,10
42.5773,-83.7739,10
42.5683,-83.7736,10
42.5681,-83.7859,10
42.5591,-83.7856,10
42.5588,-83.7979,10
42.5586,-83.8101,10
42.5584,-83.8224,10
42.5582,-83.8346,10
42.558,-83.8469,10
42.5489,-83.8466,10
42.5487,-83.8588,10
42.5397,-83.8585,10
42.5307,-83.8582,10
42.5305,-83.8705,10
42.5214,-83.8702,10
42.5124,-83.8699,10
42.5122,-83.8821,10
42.512,-83.8944,10
42.503,-83.8941,10
42.5027,-83.9063,10
43.4185,-83.6769,11
43.4276,-83.6772,11
43.4274,-83.6897,11
43.4272,-83.7021,11
43.427,-83.7145,11
43.436,-83.7148,11
43.4358,-83.7272,11
43.4448,-83.7275,11
43.4538,-83.7278,11
43.4628,-83.7281,11
43.4626,-83.7405,11
43.4716,-83.7408,11
43.4807,-83.7411,11
43.4805,-83.7536,11
43.4895,-83.7538,11
43.4985,-83.7541,11
43.5075,-83.7544,11
43.5073,-83.7669,11
43.5163,-83.7672,11
43.5254,-83.7675,11
43.5251,-83.7799,11
43.5342,-83.7802,11
43.534,-83.7927,11
43.543,-83.793,11
43.5428,-83.8054,11
43.5518,-83.8057,11
43.5608,-83.806,11
43.5606,-83.8185,11
43.5696,-83.8188,11
43.5786,-83.8191,11
43.5876,-83.8194,11
43.5879,-83.8069,11
43.5969,-83.8072,11
43.6059,-83.8075,11
43.6149,-83.8078,11
43.624,-83.8081,11
43.633,-83.8084,11
43.6332,-83.796,11
43.6242,-83.7957,11
43.6244,-83.7832,11
43.6246,-83.7707,11
43.6248,-83.7583,11
43.625,-83.7458,11
43.616,-83.7455,11
43.6162,-83.733,11
43.6164,-83.7206,11
43.6166,-83.7081,11
43.6076,-83.7078,11
43.6078,-83.6954,11
43.5988,-83.6951,11
43.599,-83.6826,11
43.59,-83.6823,11
43.5902,-83.6699,11
43.5812,-83.6696,11
43.5814,-83.6571,11
43.5816,-83.6447,11
43.5818,-83.6322,11
43.5908,-83.6325,11
43.591,-83.62,11
43.6,-83.6203,11
43.6091,-83.6206,11
43.6092,-83.6081,11
43.6183,-83.6084,11
43.6185,-83.5959,11
43.6275,-83.5962,11
43.6277,-83.5837,11
43.6367,-83.584,11
43.6369,-83.5715,11
43.6459,-83.5718,11
43.6461,-83.5593,11
43.6551,-83.5596,11
43.6642,-83.5598,11
43.6644,-83.5473,11
43.6734,-83.5476,11
43.6736,-83.5351,11
43.6826,-83.5354,11
43.6828,-83.5229,11
43.6918,-83.5232,11
43.7008,-83.5234,11
43.701,-83.5109,11
43.7101,-83.5112,11
43.7191,-83.5115,11
43.7193,-83.499,11
43.7102,-83.4987,11
43.7104,-83.4862,11
43.7014,-83.486,11
43.6924,-83.4857,11
43.6926,-83.4732,11
43.6927,-83.4607,11
43.7018,-83.461,11
43.7108,-83.4613,11
43.711,-83.4488,11
43.72,-83.449,11
43.729,-83.4493,11
43.7292,-83.4368,11
43.7382,-83.437,11
43.7384,-83.4245,11
43.7474,-83.4248,11
43.7565,-83.425,11
43.7566,-83.4125,11
43.7657,-83.4128,11
43.7747,-83.413,11
43.7749,-83.4005,11
43.7839,-83.4008,11
43.7841,-83.3883,11
43.7931,-83.3885,11
43.8021,-83.3887,11
43.8023,-83.3762,11
43.8113,-83.3765,11
43.8203,-83.3767,11
43.8205,-83.3642,11
43.8295,-83.3644,11
43.8386,-83.3647,11
43.8476,-83.3649,11
43.8477,-83.3524,11
43.8479,-83.3399,11
43.8569,-83.3401,11
43.8571,-83.3276,11
43.8661,-83.3278,11
43.8663,-83.3153,11
43.8753,-83.3155,11
43.8755,-83.303,11
43.8845,-83.3032,11
43.8935,-83.3035,11
43.8934,-83.316,11
43.8932,-83.3285,11
43.9022,-83.3288,11
43.9021,-83.3413,11
43.9019,-83.3538,11
43.9109,-83.3541,11
43.9111,-83.3415,11
43.9113,-83.329,11
43.9114,-83.3165,11
43.9116,-83.3039,11
43.9118,-83.2914,11
43.9119,-83.2789,11
43.9209,-83.2791,11
43.9211,-83.2666,11
43.9301,-83.2668,11
43.9303,-83.2543,11
43.9393,-83.2545,11
43.9395,-83.2419,11
43.9485,-83.2422,11
43.9575,-83.2424,11
43.9666,-83.2426,11
43.9756,-83.2428,11
43.9757,-83.2303,11
43.9759,-83.2177,11
43.9761,-83.2052,11
43.9762,-83.1926,11
43.9764,-83.1801,11
43.9765,-83.1676,11
43.9767,-83.155,11
43.9768,-83.1425,11
43.977,-83.1299,11
43.986,-83.1301,11
43.9861,-83.1176,11
43.9952,-83.1178,11
43.9953,-83.1052,11
43.9954,-83.0927,11
43.9956,-83.0801,11
43.9957,-83.0676,11
43.9959,-83.055,11
43.996,-83.0425,11
43.9961,-83.0299,11
44.0052,-83.0301,11
44.0053,-83.0176,11
44.0143,-83.0178,11
44.0234,-83.018,11
44.0235,-83.0054,11
44.0325,-83.0056,11
44.0415,-83.0058,11
44.0417,-82.9932,11
44.0418,-82.9807,11
44.0419,-82.9681,11
44.051,-82.9683,11
44.0511,-82.9557,11
44.0601,-82.9559,11
44.0602,-82.9433,11
44.0604,-82.9308,11
44.0513,-82.9306,11
44.0423,-82.9304,11
44.0424,-82.9179,11
44.0426,-82.9053,11
44.0335,-82.9051,11
44.0337,-82.8926,11
44.0246,-82.8924,11
44.0156,-82.8922,11
44.0157,-82.8797,11
44.0067,-82.8795,11
43.9977,-82.8794,11
43.9886,-82.8792,11
43.9796,-82.879,11
43.9706,-82.8789,11
43.9616,-82.8787,11
43.9525,-82.8785,11
43.9435,-82.8784,11
43.9345,-82.8782,11
43.9344,-82.8907,11
43.9253,-82.8906,11
43.9252,-82.9031,11
43.9162,-82.9029,11
43.9161,-82.9155,11
43.907,-82.9153,11
43.898,-82.9151,11
43.8979,-82.9277,11
43.8889,-82.9275,11
43.8887,-82.94,11
43.8797,-82.9398,11
43.8707,-82.9397,11
43.8617,-82.9395,11
43.8526,-82.9393,11
43.8436,-82.9391,11
43.8346,-82.939,11
43.8345,-82.9515,11
43.8254,-82.9513,11
43.8164,-82.9511,11
43.8165,-82.9386,11
43.8075,-82.9384,11
43.7985,-82.9383,11
43.7986,-82.9258,11
43.7896,-82.9256,11
43.7805,-82.9254,11
43.7715,-82.9252,11
43.7625,-82.9251,11
43.7535,-82.9249,11
43.7444,-82.9247,11
43.7446,-82.9122,11
43.7355,-82.9121,11
43.7265,-82.9119,11
43.7264,-82.9244,11
43.7174,-82.9242,11
43.7083,-82.9241,11
43.7082,-82.9365,11
43.7081,-82.949,11
43.6991,-82.9489,11
43.6989,-82.9613,11
43.6899,-82.9612,11
43.6898,-82.9736,11
43.6807,-82.9735,11
43.6806,-82.986,11
43.6805,-82.9984,11
43.6715,-82.9983,11
43.6713,-83.0107,11
43.6712,-83.0232,11
43.6711,-83.0357,11
43.662,-83.0355,11
43.6619,-83.048,11
43.6618,-83.0605,11
43.6616,-83.0729,11
43.6526,-83.0728,11
43.6525,-83.0852,11
43.6523,-83.0977,11
43.6522,-83.1102,11
43.6431,-83.11,11
43.643,-83.1225,11
43.6429,-83.1349,11
43.6427,-83.1474,11
43.6426,-83.1599,11
43.6424,-83.1724,11
43.6423,-83.1848,11
43.6421,-83.1973,11
43.6511,-83.1975,11
43.651,-83.21,11
43.6508,-83.2225,11
43.6418,-83.2223,11
43.6328,-83.222,11
43.6237,-83.2218,11
43.6147,-83.2216,11
43.6057,-83.2214,11
43.5967,-83.2212,11
43.5965,-83.2336,11
43.5875,-83.2334,11
43.5785,-83.2332,11
43.5783,-83.2457,11
43.5693,-83.2454,11
43.5691,-83.2579,11
43.5601,-83.2577,11
43.5599,-83.2701,11
43.5598,-83.2826,11
43.5596,-83.2951,11
43.5594,-83.3075,11
43.5504,-83.3073,11
43.5414,-83.3071,11
43.5412,-83.3195,11
43.5322,-83.3193,11
43.532,-83.3317,11
43.523,-83.3315,11
43.5228,-83.344,11
43.5138,-83.3437,11
43.5137,-83.3562,11
43.5046,-83.3559,11
43.5045,-83.3684,11
43.4954,-83.3681,11
43.4953,-83.3806,11
43.4862,-83.3803,11
43.4861,-83.3928,11
43.4859,-83.4052,11
43.4769,-83.405,11
43.4767,-83.4174,11
43.4765,-83.4299,11
43.4675,-83.4296,11
43.4673,-83.4421,11
43.4671,-83.4545,11
43.4581,-83.4543,11
43.4579,-83.4667,11
43.4577,-83.4791,11
43.4487,-83.4789,11
43.4485,-83.4913,11
43.4395,-83.491,11
43.4393,-83.5035,11
43.4391,-83.5159,11
43.4301,-83.5157,11
43.4299,-83.5281,11
43.4297,-83.5405,11
43.4295,-83.5529,11
43.4205,-83.5527,11
43.4203,-83.5651,11
43.4201,-83.5775,11
43.4199,-83.59,11
43.4197,-83.6024,11
43.4196,-83.6148,11
43.4194,-83.6272,11
43.4192,-83.6397,11
43.419,-83.6521,11
43.4188,-83.6645,11
43.4185,-83.6769,11
42.9991,-82.4047,12
43.0081,-82.4048,12
43.0171,-82.4049,12
43.017,-82.4172,12
43.0261,-82.4173,12
43.0351,-82.4174,12
43.035,-82.4298,12
43.035,-82.4421,12
43.044,-82.4422,12
43.0439,-82.4546,12
43.0529,-82.4547,12
43.0529,-82.467,12
43.0528,-82.4794,12
43.0527,-82.4917,12
43.0526,-82.5041,12
43.0526,-82.5165,12
43.0525,-82.5288,12
43.0615,-82.5289,12
43.0614,-82.5413,12
43.0705,-82.5414,12
43.0795,-82.5415,12
43.0794,-82.5539,12
43.0884,-82.554,12
43.0975,-82.5541,12
43.1065,-82.5542,12
43.1155,-82.5543,12
43.1245,-82.5544,12
43.1336,-82.5545,12
43.1426,-82.5546,12
43.1516,-82.5548,12
43.1607,-82.5549,12
43.1606,-82.5672,12
43.1696,-82.5674,12
43.1786,-82.5675,12
43.1877,-82.5676,12
43.1876,-82.58,12
43.1966,-82.5801,12
43.2056,-82.5802,12
43.2147,-82.5803,12
43.2147,-82.5679,12
43.2238,-82.5681,12
43.2328,-82.5682,12
43.2418,-82.5683,12
43.2419,-82.5559,12
43.2509,-82.556,12
43.26,-82.5561,12
43.269,-82.5562,12
43.278,-82.5563,12
43.287,-82.5565,12
43.2961,-82.5566,12
43.3051,-82.5567,12
43.305,-82.5691,12
43.314,-82.5692,12
43.3231,-82.5693,12
43.3321,-82.5694,12
43.3411,-82.5696,12
43.3502,-82.5697,12
43.3592,-82.5698,12
43.3682,-82.5699,12
43.3681,-82.5823,12
43.3772,-82.5824,12
43.3862,-82.5826,12
43.3861,-82.595,12
43.3951,-82.5951,12
43.4041,-82.5952,12
43.4041,-82.6076,12
43.4131,-82.6078,12
43.413,-82.6202,12
43.422,-82.6203,12
43.4311,-82.6204,12
43.431,-82.6329,12
43.44,-82.633,12
43.4399,-82.6454,12
43.4489,-82.6456,12
43.4488,-82.658,12
43.4579,-82.6581,12
43.4578,-82.6706,12
43.4668,-82.6707,12
43.4667,-82.6831,12
43.4757,-82.6833,12
43.4848,-82.6834,12
43.4938,-82.6835,12
43.4937,-82.696,12
43.5027,-82.6961,12
43.5117,-82.6963,12
43.5208,-82.6964,12
43.5207,-82.7088,12
43.5297,-82.709,12
43.5387,-82.7091,12
43.5477,-82.7093,12
43.5568,-82.7094,12
43.5658,-82.7095,12
43.5748,-82.7097,12
43.5747,-82.7221,12
43.5838,-82.7223,12
43.5928,-82.7224,12
43.6018,-82.7225,12
43.6017,-82.735,12
43.6107,-82.7352,12
43.6198,-82.7353,12
43.6288,-82.7354,12
43.6378,-82.7356,12
43.6377,-82.7481,12
43.6467,-82.7482,12
43.6558,-82.7483,12
43.6557,-82.7608,12
43.6647,-82.761,12
43.6737,-82.7611,12
43.6736,-82.7736,12
43.6826,-82.7737,12
43.6825,-82.7862,12
43.6824,-82.7987,12
43.6914,-82.7989,12
43.7005,-82.799,12
43.7004,-82.8115,12
43.7094,-82.8117,12
43.7184,-82.8118,12
43.7183,-82.8243,12
43.7273,-82.8245,12
43.7272,-82.8369,12
43.7362,-82.8371,12
43.7361,-82.8496,12
43.7452,-82.8498,12
43.745,-82.8623,12
43.7449,-82.8748,12
43.7448,-82.8872,12
43.7447,-82.8997,12
43.7357,-82.8996,12
43.7355,-82.9121,12
43.7446,-82.9122,12
43.7444,-82.9247,12
43.7535,-82.9249,12
43.7625,-82.9251,12
43.7715,-82.9252,12
43.7805,-82.9254,12
43.7896,-82.9256,12
43.7986,-82.9258,12
43.7985,-82.9383,12
43.8075,-82.9384,12
43.8165,-82.9386,12
43.8164,-82.9511,12
43.8254,-82.9513,12
43.8345,-82.9515,12
43.8346,-82.939,12
43.8436,-82.9391,12
43.8526,-82.9393,12
43.8617,-82.9395,12
43.8707,-82.9397,12
43.8797,-82.9398,12
43.8887,-82.94,12
43.8889,-82.9275,12
43.8979,-82.9277,12
43.898,-82.9151,12
43.907,-82.9153,12
43.9161,-82.9155,12
43.9162,-82.9029,12
43.9252,-82.9031,12
43.9253,-82.8906,12
43.9344,-82.8907,12
43.9345,-82.8782,12
43.9435,-82.8784,12
43.9525,-82.8785,12
43.9616,-82.8787,12
43.9706,-82.8789,12
43.9796,-82.879,12
43.9886,-82.8792,12
43.9977,-82.8794,12
44.0067,-82.8795,12
44.0157,-82.8797,12
44.0156,-82.8922,12
44.0246,-82.8924,12
44.0337,-82.8926,12
44.0335,-82.9051,12
44.0426,-82.9053,12
44.0424,-82.9179,12
44.0423,-82.9304,12
44.0513,-82.9306,12
44.0604,-82.9308,12
44.0605,-82.9182,12
44.0606,-82.9056,12
44.0607,-82.8931,12
44.0609,-82.8805,12
44.0518,-82.8804,12
44.0519,-82.8678,12
44.0429,-82.8676,12
44.043,-82.8551,12
44.0432,-82.8425,12
44.0341,-82.8424,12
44.0342,-82.8298,12
44.0344,-82.8172,12
44.0345,-82.8047,12
44.0254,-82.8045,12
44.0256,-82.792,12
44.0257,-82.7794,12
44.0166,-82.7793,12
44.0167,-82.7667,12
44.0077,-82.7666,12
44.0078,-82.754,12
43.9988,-82.7539,12
43.9989,-82.7413,12
43.999,-82.7288,12
43.99,-82.7286,12
43.9901,-82.7161,12
43.981,-82.7159,12
43.9812,-82.7034,12
43.9721,-82.7032,12
43.9631,-82.7031,12
43.9632,-82.6906,12
43.9542,-82.6904,12
43.9451,-82.6903,12
43.9361,-82.6902,12
43.9362,-82.6776,12
43.9272,-82.6775,12
43.9182,-82.6774,12
43.9183,-82.6648,12
43.9092,-82.6647,12
43.9093,-82.6522,12
43.9003,-82.652,12
43.8913,-82.6519,12
43.8822,-82.6518,12
43.8732,-82.6516,12
43.8733,-82.6391,12
43.8643,-82.639,12
43.8644,-82.6265,12
43.8553,-82.6263,12
43.8463,-82.6262,12
43.8464,-82.6137,12
43.8374,-82.6136,12
43.8284,-82.6134,12
43.8284,-82.6009,12
43.8194,-82.6008,12
43.8104,-82.6007,12
43.8014,-82.6006,12
43.7923,-82.6004,12
