lat,long,subbasin
45.2991,-84.8172,3
45.2987,-84.83,3
45.3077,-84.8305,3
45.3074,-84.8433,3
45.3164,-84.8438,3
45.3161,-84.8567,3
45.3251,-84.8571,3
45.3341,-84.8576,3
45.3338,-84.8705,3
45.3428,-84.871,3
45.3518,-84.8715,3
45.3608,-84.8719,3
45.3698,-84.8724,3
45.3695,-84.8853,3
45.3785,-84.8858,3
45.3875,-84.8863,3
45.3965,-84.8868,3
45.3969,-84.8739,3
45.4059,-84.8744,3
45.4149,-84.8749,3
45.4239,-84.8754,3
45.4329,-84.8759,3
45.4419,-84.8764,3
45.4416,-84.8892,3
45.4506,-84.8897,3
45.4596,-84.8902,3
45.4593,-84.9031,3
45.4683,-84.9036,3
45.4679,-84.9165,3
45.4676,-84.9293,3
45.4766,-84.9298,3
45.4763,-84.9427,3
45.4759,-84.9555,3
45.4849,-84.9561,3
45.4846,-84.9689,3
45.4936,-84.9694,3
45.5026,-84.9699,3
45.5022,-84.9828,3
45.5112,-84.9833,3
45.5203,-84.9838,3
45.5293,-84.9843,3
45.5383,-84.9849,3
45.5473,-84.9854,3
45.5563,-84.9859,3
45.5567,-84.973,3
45.5657,-84.9735,3
45.5747,-84.974,3
45.5837,-84.9745,3
45.5841,-84.9616,3
45.5931,-84.9622,3
45.5934,-84.9493,3
45.6025,-84.9498,3
45.6028,-84.9369,3
45.6032,-84.924,3
45.6122,-84.9245,3
45.6125,-84.9116,3
45.6129,-84.8987,3
45.6132,-84.8858,3
45.6222,-84.8863,3
45.6226,-84.8734,3
45.6229,-84.8605,3
45.6233,-84.8476,3
45.6323,-84.8481,3
45.6326,-84.8352,3
45.633,-84.8223,3
45.6333,-84.8094,3
45.6337,-84.7965,3
45.634,-84.7836,3
45.625,-84.7831,3
45.6253,-84.7702,3
45.6257,-84.7573,3
45.626,-84.7444,3
45.617,-84.7439,3
45.6173,-84.731,3
45.6176,-84.7181,3
45.618,-84.7052,3
45.6183,-84.6923,3
45.6186,-84.6794,3
45.6276,-84.6799,3
45.628,-84.667,3
45.6283,-84.6541,3
45.6286,-84.6412,3
45.6196,-84.6407,3
45.6199,-84.6278,3
45.6202,-84.6149,3
45.6112,-84.6145,3
45.6115,-84.6016,3
45.6118,-84.5887,3
45.6122,-84.5758,3
45.6031,-84.5753,3
45.6035,-84.5624,3
45.6038,-84.5495,3
45.6041,-84.5366,3
45.6044,-84.5237,3
45.6047,-84.5108,3
45.6137,-84.5113,3
45.614,-84.4984,3
45.6143,-84.4855,3
45.6146,-84.4726,3
45.6236,-84.473,3
45.6239,-84.4601,3
45.633,-84.4605,3
45.6333,-84.4476,3
45.6336,-84.4347,3
45.6339,-84.4218,3
45.6248,-84.4214,3
45.6158,-84.421,3
45.6161,-84.4081,3
45.6071,-84.4077,3
45.6074,-84.3948,3
45.6077,-84.3819,3
45.5987,-84.3814,3
45.5989,-84.3685,3
45.5899,-84.3681,3
45.5902,-84.3552,3
45.5905,-84.3423,3
45.5815,-84.3419,3
45.5818,-84.329,3
45.5821,-84.3161,3
45.573,-84.3157,3
45.5733,-84.3028,3
45.5736,-84.29,3
45.5646,-84.2895,3
45.5649,-84.2767,3
45.5651,-84.2638,3
45.5654,-84.2509,3
45.5564,-84.2505,3
45.5567,-84.2376,3
45.5477,-84.2372,3
45.5479,-84.2243,3
45.5482,-84.2114,3
45.5392,-84.211,3
45.5395,-84.1982,3
45.5304,-84.1978,3
45.5307,-84.1849,3
45.5217,-84.1845,3
45.5127,-84.1841,3
45.5129,-84.1712,3
45.5039,-84.1709,3
45.4949,-84.1705,3
45.4952,-84.1576,3
45.4861,-84.1572,3
45.4771,-84.1568,3
45.4774,-84.144,3
45.4684,-84.1436,3
45.4593,-84.1432,3
45.4503,-84.1428,3
45.4506,-84.13,3
45.4416,-84.1296,3
45.4325,-84.1292,3
45.4328,-84.1164,3
45.4331,-84.1035,3
45.424,-84.1031,3
45.415,-84.1028,3
45.4153,-84.0899,3
45.4155,-84.0771,3
45.4065,-84.0767,3
45.3975,-84.0763,3
45.3885,-84.076,3
45.3887,-84.0631,3
45.3797,-84.0628,3
45.3795,-84.0756,3
45.3704,-84.0752,3
45.3614,-84.0749,3
45.3524,-84.0745,3
45.3526,-84.0617,3
45.3436,-84.0613,3
45.3346,-84.0609,3
45.3349,-84.0481,3
45.3258,-84.0477,3
45.3168,-84.0474,3
45.3166,-84.0602,3
45.3075,-84.0599,3
45.3078,-84.047,3
45.2988,-84.0467,3
45.299,-84.0338,3
45.29,-84.0335,3
45.2902,-84.0206,3
45.2812,-84.0203,3
45.2722,-84.0199,3
45.2725,-84.0071,3
45.2727,-83.9943,3
45.2637,-83.9939,3
45.2634,-84.0068,3
45.2544,-84.0064,3
45.2454,-84.0061,3
45.2451,-84.0189,3
45.2361,-84.0185,3
45.2271,-84.0182,3
45.2181,-84.0178,3
45.2091,-84.0175,3
45.2,-84.0171,3
45.191,-84.0168,3
45.182,-84.0164,3
45.173,-84.016,3
45.1727,-84.0289,3
45.1637,-84.0285,3
45.1634,-84.0413,3
45.1544,-84.0409,3
45.1542,-84.0537,3
45.1452,-84.0534,3
45.1449,-84.0662,3
45.1359,-84.0658,3
45.1356,-84.0786,3
45.1354,-84.0914,3
45.1263,-84.091,3
45.1261,-84.1038,3
45.1258,-84.1166,3
45.1168,-84.1162,3
45.1165,-84.129,3
45.1075,-84.1287,3
45.0985,-84.1283,3
45.0895,-84.1279,3
45.0805,-84.1276,3
45.0714,-84.1272,3
45.0624,-84.1268,3
45.0534,-84.1265,3
45.0444,-84.1261,3
45.0441,-84.1389,3
45.0439,-84.1516,3
45.0348,-84.1513,3
45.0346,-84.164,3
45.0343,-84.1768,3
45.0253,-84.1764,3
45.025,-84.1892,3
45.0248,-84.202,3
45.0157,-84.2016,3
45.0155,-84.2143,3
45.0152,-84.2271,3
45.0062,-84.2267,3
45.0059,-84.2395,3
45.0056,-84.2523,3
44.9966,-84.2519,3
44.9963,-84.2646,3
44.9961,-84.2774,3
44.987,-84.277,3
44.9868,-84.2898,3
44.9777,-84.2894,3
44.9775,-84.3021,3
44.9772,-84.3149,3
44.9769,-84.3276,3
44.9859,-84.328,3
44.9856,-84.3408,3
44.9853,-84.3535,3
44.9851,-84.3663,3
44.9941,-84.3667,3
44.9938,-84.3795,3
44.9935,-84.3922,3
44.9932,-84.405,3
44.9929,-84.4177,3
44.9926,-84.4305,3
44.9923,-84.4433,3
44.9833,-84.4429,3
44.983,-84.4556,3
44.9827,-84.4684,3
44.9737,-84.4679,3
44.9647,-84.4675,3
44.9644,-84.4803,3
44.9641,-84.493,3
44.9551,-84.4926,3
44.9548,-84.5054,3
45.0316,-83.2694,4
45.0406,-83.2696,4
45.0404,-83.2824,4
45.0402,-83.2952,4
45.0401,-83.3079,4
45.0491,-83.3082,4
45.0489,-83.321,4
45.0488,-83.3337,4
45.0578,-83.334,4
45.0668,-83.3342,4
45.0758,-83.3345,4
45.0757,-83.3473,4
45.0755,-83.36,4
45.0753,-83.3728,4
45.0751,-83.3856,4
45.0661,-83.3853,4
45.0659,-83.3981,4
45.075,-83.3984,4
45.084,-83.3986,4
45.0838,-83.4114,4
45.0928,-83.4117,4
45.1019,-83.4119,4
45.1109,-83.4122,4
45.1107,-83.425,4
45.1197,-83.4252,4
45.1287,-83.4255,4
45.1286,-83.4383,4
45.1376,-83.4386,4
45.1466,-83.4388,4
45.1464,-83.4516,4
45.1555,-83.4519,4
45.1645,-83.4521,4
45.1643,-83.4649,4
45.1733,-83.4652,4
45.1823,-83.4655,4
45.1822,-83.4783,4
45.182,-83.4911,4
45.1818,-83.5039,4
45.1908,-83.5042,4
45.1906,-83.517,4
45.1904,-83.5298,4
45.1994,-83.5301,4
45.1992,-83.5429,4
45.199,-83.5557,4
45.2081,-83.556,4
45.2079,-83.5688,4
45.2169,-83.569,4
45.2167,-83.5819,4
45.2257,-83.5821,4
45.2255,-83.595,4
45.2345,-83.5952,4
45.2343,-83.6081,4
45.2434,-83.6084,4
45.2524,-83.6086,4
45.2522,-83.6215,4
45.252,-83.6343,4
45.261,-83.6346,4
45.2608,-83.6474,4
45.2606,-83.6602,4
45.2696,-83.6605,4
45.2694,-83.6733,4
45.2692,-83.6862,4
45.2782,-83.6865,4
45.278,-83.6993,4
45.2778,-83.7121,4
45.2868,-83.7124,4
45.2866,-83.7253,4
45.2864,-83.7381,4
45.2862,-83.7509,4
45.2859,-83.7637,4
45.295,-83.7641,4
45.2947,-83.7769,4
45.2945,-83.7897,4
45.2943,-83.8026,4
45.2853,-83.8022,4
45.285,-83.8151,4
45.2848,-83.8279,4
45.2938,-83.8282,4
45.2936,-83.841,4
45.2934,-83.8539,4
45.3024,-83.8542,4
45.3022,-83.867,4
45.3019,-83.8799,4
45.311,-83.8802,4
45.3107,-83.893,4
45.3105,-83.9059,4
45.3015,-83.9055,4
45.2924,-83.9052,4
45.2834,-83.9049,4
45.2744,-83.9045,4
45.2746,-83.8917,4
45.2656,-83.8914,4
45.2566,-83.891,4
45.2476,-83.8907,4
45.2385,-83.8904,4
45.2295,-83.89,4
45.2205,-83.8897,4
45.2203,-83.9025,4
45.2112,-83.9022,4
45.211,-83.915,4
45.202,-83.9146,4
45.2017,-83.9274,4
45.2015,-83.9403,4
45.2105,-83.9406,4
45.2103,-83.9534,4
45.21,-83.9662,4
45.2098,-83.979,4
45.2008,-83.9787,4
45.2005,-83.9915,4
45.2003,-84.0043,4
45.2093,-84.0047,4
45.2091,-84.0175,4
45.2181,-84.0178,4
45.2271,-84.0182,4
45.2361,-84.0185,4
45.2451,-84.0189,4
45.2454,-84.0061,4
45.2544,-84.0064,4
45.2634,-84.0068,4
45.2637,-83.9939,4
45.2727,-83.9943,4
45.2725,-84.0071,4
45.2722,-84.0199,4
45.2812,-84.0203,4
45.2902,-84.0206,4
45.29,-84.0335,4
45.299,-84.0338,4
45.2988,-84.0467,4
45.3078,-84.047,4
45.3075,-84.0599,4
45.3166,-84.0602,4
45.3168,-84.0474,4
45.3258,-84.0477,4
45.3349,-84.0481,4
45.3346,-84.0609,4
45.3436,-84.0613,4
45.3526,-84.0617,4
45.3524,-84.0745,4
45.3614,-84.0749,4
45.3704,-84.0752,4
45.3795,-84.0756,4
45.3797,-84.0628,4
45.3887,-84.0631,4
45.3885,-84.076,4
45.3975,-84.0763,4
45.4065,-84.0767,4
45.4155,-84.0771,4
45.4153,-84.0899,4
45.415,-84.1028,4
45.424,-84.1031,4
45.4331,-84.1035,4
45.4328,-84.1164,4
45.4325,-84.1292,4
45.4416,-84.1296,4
45.4506,-84.13,4
45.4503,-84.1428,4
45.4593,-84.1432,4
45.4684,-84.1436,4
45.4774,-84.144,4
45.4771,-84.1568,4
45.4861,-84.1572,4
45.4952,-84.1576,4
45.4949,-84.1705,4
45.5039,-84.1709,4
45.5129,-84.1712,4
45.5127,-84.1841,4
45.5217,-84.1845,4
45.5307,-84.1849,4
45.5304,-84.1978,4
45.5395,-84.1982,4
45.5392,-84.211,4
45.5482,-84.2114,4
45.5479,-84.2243,4
45.5477,-84.2372,4
45.5567,-84.2376,4
45.5564,-84.2505,4
45.5654,-84.2509,4
45.5651,-84.2638,4
45.5649,-84.2767,4
45.5646,-84.2895,4
45.5736,-84.29,4
45.5733,-84.3028,4
45.573,-84.3157,4
45.5821,-84.3161,4
45.5818,-84.329,4
45.5815,-84.3419,4
45.5905,-84.3423,4
45.5902,-84.3552,4
45.5899,-84.3681,4
45.5989,-84.3685,4
45.5987,-84.3814,4
45.6077,-84.3819,4
45.6074,-84.3948,4
45.6071,-84.4077,4
45.6161,-84.4081,4
45.6158,-84.421,4
45.6248,-84.4214,4
45.6339,-84.4218,4
45.6336,-84.4347,4
45.6333,-84.4476,4
45.6423,-84.4481,4
45.6426,-84.4352,4
45.6429,-84.4222,4
45.6432,-84.4093,4
45.6522,-84.4098,4
45.6612,-84.4102,4
45.6615,-84.3973,4
45.6618,-84.3844,4
45.6621,-84.3714,4
45.6531,-84.371,4
45.6534,-84.3581,4
45.6536,-84.3452,4
45.6539,-84.3323,4
45.6542,-84.3194,4
45.6545,-84.3065,4
45.6548,-84.2936,4
45.6551,-84.2807,4
45.6553,-84.2678,4
45.6463,-84.2674,4
45.6466,-84.2544,4
45.6469,-84.2415,4
45.6379,-84.2411,4
45.6381,-84.2282,4
45.6384,-84.2153,4
45.6387,-84.2024,4
45.6297,-84.202,4
45.6299,-84.1891,4
45.6209,-84.1887,4
45.6212,-84.1758,4
45.6122,-84.1755,4
45.6124,-84.1626,4
45.6034,-84.1622,4
45.6037,-84.1493,4
45.5946,-84.1489,4
45.5949,-84.136,4
45.5859,-84.1356,4
45.5769,-84.1352,4
45.5771,-84.1223,4
45.5681,-84.122,4
45.5684,-84.1091,4
45.5594,-84.1087,4
45.5596,-84.0958,4
45.5506,-84.0955,4
45.5416,-84.0951,4
45.5326,-84.0947,4
45.5235,-84.0943,4
45.5145,-84.094,4
45.5055,-84.0936,4
45.5057,-84.0807,4
45.4967,-84.0804,4
45.497,-84.0675,4
45.488,-84.0671,4
45.4882,-84.0542,4
45.4885,-84.0414,4
45.4887,-84.0285,4
45.489,-84.0156,4
45.498,-84.016,4
45.4982,-84.0031,4
45.4985,-83.9902,4
45.4895,-83.9899,4
45.4897,-83.977,4
45.49,-83.9641,4
45.4902,-83.9513,4
45.4992,-83.9516,4
45.4995,-83.9387,4
45.4997,-83.9259,4
45.4907,-83.9255,4
45.4909,-83.9126,4
45.4912,-83.8998,4
45.4914,-83.8869,4
45.4824,-83.8865,4
45.4826,-83.8737,4
45.4736,-83.8733,4
45.4738,-83.8605,4
45.4648,-83.8601,4
45.465,-83.8473,4
45.456,-83.8469,4
45.4562,-83.8341,4
45.4472,-83.8337,4
45.4474,-83.8209,4
45.4384,-83.8206,4
45.4387,-83.8077,4
45.4296,-83.8074,4
45.4299,-83.7945,4
45.4208,-83.7942,4
45.4211,-83.7813,4
45.4213,-83.7685,4
45.4215,-83.7556,4
45.4125,-83.7553,4
45.4035,-83.755,4
45.4037,-83.7421,4
45.4039,-83.7293,4
45.4041,-83.7164,4
45.4131,-83.7167,4
45.4133,-83.7039,4
45.4043,-83.7036,4
45.4045,-83.6907,4
45.4047,-83.6779,4
45.3957,-83.6776,4
45.3959,-83.6647,4
45.3869,-83.6644,4
45.3871,-83.6515,4
45.3781,-83.6513,4
45.3783,-83.6384,4
45.3785,-83.6256,4
45.3695,-83.6253,4
45.3697,-83.6124,4
45.3699,-83.5996,4
45.3609,-83.5993,4
45.3611,-83.5864,4
45.3613,-83.5736,4
45.3523,-83.5733,4
45.3525,-83.5605,4
45.3526,-83.5476,4
45.3528,-83.5348,4
45.353,-83.5219,4
45.3532,-83.5091,4
45.3623,-83.5094,4
45.3625,-83.4965,4
45.3534,-83.4962,4
45.3536,-83.4834,4
45.3446,-83.4831,4
45.3448,-83.4703,4
45.3538,-83.4705,4
45.354,-83.4577,4
45.345,-83.4574,4
45.3359,-83.4572,4
45.3361,-83.4443,4
45.3271,-83.4441,4
45.3273,-83.4312,4
45.3183,-83.431,4
45.3184,-83.4181,4
45.3094,-83.4179,4
45.3096,-83.405,4
45.3006,-83.4048,4
45.2916,-83.4045,4
45.2917,-83.3917,4
45.2919,-83.3789,4
45.2829,-83.3786,4
45.2831,-83.3658,4
45.274,-83.3655,4
45.265,-83.3653,4
45.256,-83.365,4
45.2558,-83.3778,4
45.2556,-83.3907,4
45.2466,-83.3904,4
45.2376,-83.3902,4
45.2378,-83.3773,4
45.2287,-83.3771,4
45.2197,-83.3768,4
45.2199,-83.364,4
45.2109,-83.3638,4
45.2018,-83.3635,4
45.202,-83.3507,4
45.193,-83.3505,4
45.184,-83.3502,4
45.1841,-83.3374,4
45.1751,-83.3372,4
45.1661,-83.3369,4
45.1663,-83.3241,4
45.1572,-83.3239,4
45.1574,-83.3111,4
45.1484,-83.3108,4
45.1486,-83.298,4
45.1395,-83.2978,4
45.1305,-83.2976,4
45.1215,-83.2973,4
45.1125,-83.2971,4
45.1126,-83.2843,4
45.1036,-83.284,4
45.0946,-83.2838,4
45.0855,-83.2836,4
45.0854,-83.2964,4
45.0764,-83.2961,4
45.0765,-83.2833,4
45.0675,-83.2831,4
45.0585,-83.2829,4
45.0494,-83.2826,4
45.0496,-83.2699,4
45.0498,-83.2571,4
45.0499,-83.2443,4
45.0409,-83.2441,4
45.0319,-83.2438,4
45.0317,-83.2566,4
45.0316,-83.2694,4
44.6666,-83.5394,5
44.6756,-83.5396,5
44.6755,-83.5523,5
44.6845,-83.5526,5
44.6843,-83.5653,5
44.6841,-83.578,5
44.6839,-83.5907,5
44.6837,-83.6034,5
44.6835,-83.6161,5
44.6833,-83.6288,5
44.6831,-83.6415,5
44.6829,-83.6542,5
44.6827,-83.6669,5
44.6825,-83.6796,5
44.6822,-83.6923,5
44.682,-83.705,5
44.6818,-83.7176,5
44.6816,-83.7303,5
44.6726,-83.73,5
44.6724,-83.7427,5
44.6721,-83.7554,5
44.6719,-83.7681,5
44.6717,-83.7808,5
44.6715,-83.7935,5
44.6713,-83.8062,5
44.671,-83.8189,5
44.6708,-83.8316,5
44.6798,-83.8319,5
44.6796,-83.8446,5
44.6794,-83.8573,5
44.6792,-83.87,5
44.6882,-83.8703,5
44.6879,-83.883,5
44.6877,-83.8957,5
44.6967,-83.896,5
44.6965,-83.9087,5
44.6963,-83.9214,5
44.7053,-83.9217,5
44.7051,-83.9344,5
44.7048,-83.9471,5
44.7138,-83.9475,5
44.7136,-83.9602,5
44.7134,-83.9729,5
44.7224,-83.9732,5
44.7314,-83.9736,5
44.7312,-83.9863,5
44.7402,-83.9866,5
44.7399,-83.9993,5
44.749,-83.9996,5
44.7487,-84.0124,5
44.7577,-84.0127,5
44.7575,-84.0254,5
44.7572,-84.0381,5
44.7663,-84.0385,5
44.766,-84.0512,5
44.7658,-84.0639,5
44.7655,-84.0766,5
44.7745,-84.077,5
44.7743,-84.0897,5
44.774,-84.1024,5
44.7738,-84.1151,5
44.7828,-84.1155,5
44.7825,-84.1282,5
44.7915,-84.1285,5
44.7913,-84.1413,5
44.8003,-84.1416,5
44.8,-84.1544,5
44.8091,-84.1547,5
44.8181,-84.1551,5
44.8178,-84.1678,5
44.8268,-84.1682,5
44.8266,-84.1809,5
44.8356,-84.1813,5
44.8353,-84.194,5
44.8443,-84.1944,5
44.8441,-84.2071,5
44.8531,-84.2075,5
44.8621,-84.2079,5
44.8618,-84.2206,5
44.8709,-84.221,5
44.8706,-84.2337,5
44.8703,-84.2465,5
44.8793,-84.2468,5
44.8791,-84.2596,5
44.8788,-84.2723,5
44.8878,-84.2727,5
44.8968,-84.2731,5
44.8966,-84.2858,5
44.9056,-84.2862,5
44.9053,-84.299,5
44.9143,-84.2994,5
44.914,-84.3121,5
44.9231,-84.3125,5
44.9321,-84.3129,5
44.9318,-84.3256,5
44.9408,-84.326,5
44.9498,-84.3264,5
44.9501,-84.3137,5
44.9591,-84.3141,5
44.9594,-84.3013,5
44.9684,-84.3017,5
44.9775,-84.3021,5
44.9777,-84.2894,5
44.9868,-84.2898,5
44.987,-84.277,5
44.9961,-84.2774,5
44.9963,-84.2646,5
44.9966,-84.2519,5
45.0056,-84.2523,5
45.0059,-84.2395,5
45.0062,-84.2267,5
45.0152,-84.2271,5
45.0155,-84.2143,5
45.0157,-84.2016,5
45.0248,-84.202,5
45.025,-84.1892,5
45.0253,-84.1764,5
45.0343,-84.1768,5
45.0346,-84.164,5
45.0348,-84.1513,5
45.0439,-84.1516,5
45.0441,-84.1389,5
45.0444,-84.1261,5
45.0534,-84.1265,5
45.0624,-84.1268,5
45.0714,-84.1272,5
45.0805,-84.1276,5
45.0895,-84.1279,5
45.0985,-84.1283,5
45.1075,-84.1287,5
45.1165,-84.129,5
45.1168,-84.1162,5
45.1258,-84.1166,5
45.1261,-84.1038,5
45.1263,-84.091,5
45.1354,-84.0914,5
45.1356,-84.0786,5
45.1359,-84.0658,5
45.1449,-84.0662,5
45.1452,-84.0534,5
45.1542,-84.0537,5
45.1544,-84.0409,5
45.1634,-84.0413,5
45.1637,-84.0285,5
45.1727,-84.0289,5
45.173,-84.016,5
45.182,-84.0164,5
45.191,-84.0168,5
45.2,-84.0171,5
45.2091,-84.0175,5
45.2093,-84.0047,5
45.2003,-84.0043,5
45.2005,-83.9915,5
45.2008,-83.9787,5
45.2098,-83.979,5
45.21,-83.9662,5
45.2103,-83.9534,5
45.2105,-83.9406,5
45.2015,-83.9403,5
45.2017,-83.9274,5
45.202,-83.9146,5
45.211,-83.915,5
45.2112,-83.9022,5
45.2203,-83.9025,5
45.2205,-83.8897,5
45.2295,-83.89,5
45.2385,-83.8904,5
45.2476,-83.8907,5
45.2566,-83.891,5
45.2656,-83.8914,5
45.2746,-83.8917,5
45.2744,-83.9045,5
45.2834,-83.9049,5
45.2924,-83.9052,5
45.3015,-83.9055,5
45.3105,-83.9059,5
45.3107,-83.893,5
45.311,-83.8802,5
45.3019,-83.8799,5
45.3022,-83.867,5
45.3024,-83.8542,5
45.2934,-83.8539,5
45.2936,-83.841,5
45.2938,-83.8282,5
45.2848,-83.8279,5
45.285,-83.8151,5
45.2853,-83.8022,5
45.2943,-83.8026,5
45.2945,-83.7897,5
45.2947,-83.7769,5
45.295,-83.7641,5
45.2859,-83.7637,5
45.2862,-83.7509,5
45.2864,-83.7381,5
45.2866,-83.7253,5
45.2868,-83.7124,5
45.2778,-83.7121,5
45.278,-83.6993,5
45.2782,-83.6865,5
45.2692,-83.6862,5
45.2694,-83.6733,5
45.2696,-83.6605,5
45.2606,-83.6602,5
45.2608,-83.6474,5
45.261,-83.6346,5
45.252,-83.6343,5
45.2522,-83.6215,5
45.2524,-83.6086,5
45.2434,-83.6084,5
45.2343,-83.6081,5
45.2345,-83.5952,5
45.2255,-83.595,5
45.2257,-83.5821,5
45.2167,-83.5819,5
45.2169,-83.569,5
45.2079,-83.5688,5
45.2081,-83.556,5
45.199,-83.5557,5
45.1992,-83.5429,5
45.1994,-83.5301,5
45.1904,-83.5298,5
45.1906,-83.517,5
45.1908,-83.5042,5
45.1818,-83.5039,5
45.182,-83.4911,5
45.1822,-83.4783,5
45.1823,-83.4655,5
45.1733,-83.4652,5
45.1643,-83.4649,5
45.1645,-83.4521,5
45.1555,-83.4519,5
45.1464,-83.4516,5
45.1466,-83.4388,5
45.1376,-83.4386,5
45.1286,-83.4383,5
45.1287,-83.4255,5
45.1197,-83.4252,5
45.1107,-83.425,5
45.1109,-83.4122,5
45.1019,-83.4119,5
45.0928,-83.4117,5
45.0838,-83.4114,5
45.084,-83.3986,5
45.075,-83.3984,5
45.0659,-83.3981,5
45.0569,-83.3979,5
45.0567,-83.4107,5
45.0566,-83.4234,5
45.0564,-83.4362,5
45.0562,-83.449,5
45.0652,-83.4492,5
45.065,-83.462,5
45.0648,-83.4748,5
45.0739,-83.4751,5
45.0737,-83.4879,5
45.0735,-83.5006,5
45.0733,-83.5134,5
45.0731,-83.5262,5
45.0729,-83.539,5
45.0639,-83.5387,5
45.0641,-83.5259,5
45.055,-83.5257,5
45.046,-83.5254,5
45.037,-83.5251,5
45.028,-83.5248,5
45.0282,-83.5121,5
45.0191,-83.5118,5
45.0101,-83.5115,5
45.0011,-83.5112,5
44.9921,-83.511,5
44.983,-83.5107,5
44.974,-83.5104,5
44.965,-83.5102,5
44.9652,-83.4974,5
44.9562,-83.4971,5
44.9471,-83.4969,5
44.9381,-83.4966,5
44.9379,-83.5094,5
44.9377,-83.5221,5
44.9287,-83.5218,5
44.9197,-83.5216,5
44.9107,-83.5213,5
44.9016,-83.521,5
44.9018,-83.5083,5
44.8928,-83.508,5
44.8838,-83.5077,5
44.884,-83.495,5
44.8749,-83.4947,5
44.8751,-83.482,5
44.8661,-83.4817,5
44.8571,-83.4815,5
44.8573,-83.4687,5
44.8482,-83.4685,5
44.8392,-83.4682,5
44.8394,-83.4555,5
44.8304,-83.4552,5
44.8214,-83.4549,5
44.8215,-83.4422,5
44.8125,-83.442,5
44.8035,-83.4417,5
44.8037,-83.429,5
44.7947,-83.4287,5
44.7948,-83.416,5
44.7858,-83.4158,5
44.786,-83.403,5
44.7862,-83.3903,5
44.7771,-83.3901,5
44.7773,-83.3773,5
44.7683,-83.3771,5
44.7685,-83.3644,5
44.7594,-83.3641,5
44.7504,-83.3639,5
44.7414,-83.3636,5
44.7324,-83.3634,5
44.7233,-83.3632,5
44.7143,-83.3629,5
44.7141,-83.3756,5
44.714,-83.3883,5
44.7138,-83.401,5
44.7048,-83.4008,5
44.7046,-83.4135,5
44.7044,-83.4262,5
44.7042,-83.4389,5
44.6952,-83.4386,5
44.695,-83.4513,5
44.6948,-83.464,5
44.7039,-83.4643,5
44.7037,-83.477,5
44.7035,-83.4897,5
44.7033,-83.5024,5
44.6943,-83.5021,5
44.6941,-83.5148,5
44.6939,-83.5275,5
44.6849,-83.5272,5
44.6758,-83.527,5
44.6668,-83.5267,5
44.6666,-83.5394,5
44.5347,-83.2947,6
44.5437,-83.2949,6
44.5527,-83.2952,6
44.5617,-83.2954,6
44.5616,-83.3081,6
44.5706,-83.3083,6
44.5796,-83.3086,6
44.5795,-83.3212,6
44.5885,-83.3215,6
44.5975,-83.3217,6
44.6065,-83.3219,6
44.6156,-83.3222,6
44.6246,-83.3224,6
44.6244,-83.3351,6
44.6334,-83.3353,6
44.6425,-83.3356,6
44.6515,-83.3358,6
44.6513,-83.3485,6
44.6603,-83.3488,6
44.6602,-83.3614,6
44.6692,-83.3617,6
44.6694,-83.349,6
44.6784,-83.3492,6
44.6874,-83.3495,6
44.6872,-83.3622,6
44.6963,-83.3624,6
44.7053,-83.3627,6
44.7051,-83.3754,6
44.7141,-83.3756,6
44.7143,-83.3629,6
44.7233,-83.3632,6
44.7324,-83.3634,6
44.7414,-83.3636,6
44.7504,-83.3639,6
44.7594,-83.3641,6
44.7685,-83.3644,6
44.7683,-83.3771,6
44.7773,-83.3773,6
44.7771,-83.3901,6
44.7862,-83.3903,6
44.786,-83.403,6
44.7858,-83.4158,6
44.7948,-83.416,6
44.7947,-83.4287,6
44.8037,-83.429,6
44.8035,-83.4417,6
44.8125,-83.442,6
44.8215,-83.4422,6
44.8214,-83.4549,6
44.8304,-83.4552,6
44.8394,-83.4555,6
44.8392,-83.4682,6
44.8482,-83.4685,6
44.8573,-83.4687,6
44.8571,-83.4815,6
44.8661,-83.4817,6
44.8751,-83.482,6
44.8749,-83.4947,6
44.884,-83.495,6
44.8838,-83.5077,6
44.8928,-83.508,6
44.9018,-83.5083,6
44.9016,-83.521,6
44.9107,-83.5213,6
44.9197,-83.5216,6
44.9287,-83.5218,6
44.9377,-83.5221,6
44.9379,-83.5094,6
44.9381,-83.4966,6
44.9471,-83.4969,6
44.9562,-83.4971,6
44.9652,-83.4974,6
44.965,-83.5102,6
44.974,-83.5104,6
44.983,-83.5107,6
44.9921,-83.511,6
45.0011,-83.5112,6
45.0101,-83.5115,6
45.0191,-83.5118,6
45.0282,-83.5121,6
45.028,-83.5248,6
45.037,-83.5251,6
45.046,-83.5254,6
45.055,-83.5257,6
45.0641,-83.5259,6
45.0639,-83.5387,6
45.0729,-83.539,6
45.0731,-83.5262,6
45.0733,-83.5134,6
45.0735,-83.5006,6
45.0737,-83.4879,6
45.0739,-83.4751,6
45.0648,-83.4748,6
45.065,-83.462,6
45.0652,-83.4492,6
45.0562,-83.449,6
45.0564,-83.4362,6
45.0566,-83.4234,6
45.0567,-83.4107,6
45.0477,-83.4104,6
45.0475,-83.4232,6
45.0385,-83.4229,6
45.0295,-83.4227,6
45.0205,-83.4224,6
45.0206,-83.4096,6
45.0116,-83.4094,6
45.0114,-83.4221,6
45.0112,-83.4349,6
45.0022,-83.4347,6
44.9932,-83.4344,6
